,resin_per,elec_kwh,ng_m3,diesel_kg_m3,oil_kg_m3,gasoline_kg_m3,propane_gallon_m3
0,0.03901616405912794,132.0785926023496,16.971388022595782,0.9188428488263563,0.0,0.177457053250474,0.12278743520296989
1,0.025044918760392103,120.4006235147968,11.517902278220234,0.2988416990366297,0.0,0.2047813641406031,0.1685338132906348
2,0.03748886396550606,35.05079621550449,15.403948841081114,0.524563394265994,0.0,0.2800665415993886,0.16357787648046945
3,0.017369120513820474,98.34319634160984,14.242397597513332,0.5037258972458375,0.0,0.07037496372179775,0.14050764185813736
4,0.03433854531293702,75.23611079046395,15.817777727765144,0.33064728288250234,0.0,0.15462784583350636,0.12030758458181035
5,0.03771827577565233,91.92717323974526,21.042819876064605,0.423771036124739,0.0,0.2050287036338148,0.16213016746960943
6,0.018947672278429153,100.83242447859635,16.007721284794062,0.38835879712151267,0.0,0.20255602386541444,0.18624890362890864
7,0.03426126703605569,92.55183306991678,14.672336670270651,0.5620609686994357,0.0,0.2788467614015407,0.16508890329599257
8,0.03856127070475436,89.39142520877313,12.617544340189585,1.0028438449877664,0.0,0.2813702131328496,0.18130534397907105
9,0.016061587161261506,23.956212448455076,7.48210656184424,0.4677027162427903,0.0,0.21455608051022634,0.25287258823303443
10,0.030936143674330202,93.37905528449024,21.007747960549167,0.28058443552813706,0.0,0.2260087890135858,0.1770500180966744
11,0.03701057850563836,105.57410858065197,8.960097402872355,0.45575854269247784,0.0,0.021573012458529956,0.19654291198621995
12,0.020759960363740143,77.71922259280838,12.215225696254755,0.5907332587078845,0.0,0.03620968300253229,0.28012393076463116
13,0.019920443185517542,80.29075168785033,16.322143365064534,0.8131668349473816,0.0,0.13624784187535635,0.16725458421348677
14,0.04651033319332601,83.19434841976593,15.756894169708364,0.40971515710772366,0.0,0.1889458386248748,0.15927845889198514
15,0.04053928076938847,91.32967953670274,15.02552956245363,0.48951496441720227,0.0,0.238563699168316,0.2120699563069589
16,0.03917382212587264,80.40203926693285,15.856290352499068,0.34400431453145414,0.0,0.02581268679720812,0.1623844001200997
17,0.02097444638329972,100.26348419882993,11.29433826737252,0.8036387974919177,0.0,0.13575193642454714,0.20451532695875535
18,0.03752985860465146,87.15292819962369,13.184612438303045,0.39371909153560225,0.0,0.13368457158463337,0.12553653197772063
19,0.03338459057497583,94.31472383610802,17.879566626461564,0.5358999764412559,0.0,0.08461196852224358,0.17615880741428833
20,0.037444600976829105,84.80197760775607,16.30543318998558,0.4224060972168428,0.0,0.1305266410567099,0.17159499589026278
21,0.0585140335249992,102.05236626873133,16.165372123040605,0.5076168654365774,0.0,0.2726835807310845,0.16106169967763448
22,0.027737843651390526,106.81588573324224,12.988614150754012,0.3676017297095036,0.0,0.04717807496592199,0.20601262818763982
23,0.018545371749035967,70.14511721699503,14.039936241825764,0.5357885785229557,0.0,0.23570872235345725,0.14682526659390552
24,0.02928882601431196,105.22100260534027,11.836199224052276,0.47125854055402105,0.0,0.24412400256702171,0.15925391453531001
25,0.0550981759098791,74.26153662893152,17.323479602900655,0.3844408216342635,0.0,0.19461514834862348,0.20350838738111335
26,0.028090643399276582,95.91274721892866,14.746595406627911,0.47591722516168045,0.0,0.2628107313693555,0.22189697325588076
27,0.028571767291112885,93.29537506943838,22.133879970839715,0.42953208461334796,0.0,0.200205135069025,0.1859079089563453
28,0.02725818742874257,103.79122105540621,16.120471496440405,0.4106175571602161,0.0,0.2584720649875757,0.1900861383008875
29,0.031665030241480124,84.33479660249701,20.182089402593093,0.7226164710445757,0.0,0.11600552852090362,0.21871902262157755
30,0.020310919497796922,95.381051304421,10.694680670062032,0.3910959347301811,0.0,0.18433413484563643,0.22791082970059992
31,0.03937200365799346,96.23151813445526,22.405323183720405,0.45308114694594176,0.0,0.23831181218698272,0.21183704790140354
32,0.04982037831548983,85.10220284744736,11.30511700170881,0.47327286174423094,0.0,0.15728170521638157,0.1853551358715154
33,0.02521331199452832,76.52621916992611,13.365587643776475,0.46580385476443037,0.0,0.05096993672180751,0.15812663682272668
34,0.052173049079217035,115.6228166130214,17.423412271029186,0.7177249044170905,0.0,0.2504370761921967,0.18480552265102257
35,0.02375021686981997,80.95570246488369,21.31055007363682,0.523516975704168,0.0,0.2671225474177647,0.18471210314393685
36,0.023528752732114834,82.25451545887705,21.992442699470924,0.3528484764026858,0.0,0.08329207606268188,0.15452752878428364
37,0.02938758764741398,95.57579308481183,9.87216718097563,0.5435178417129036,0.0,0.10219817694646949,0.21345206657962676
38,0.038758297830343263,67.29160283412492,18.328133970598756,0.6332257884774427,0.0,0.03513442506801709,0.2245967774163241
