,nitrogen_kg_per_t_greenwood,phosphate_kg_per_t_greenwood,potassium_kg_per_t_greenwood,herbicide_kg_per_t_greenwood,diesel_planting_L_per_t_greenwood,lubricants_planting_L_per_t_greenwood,electric_planting_MJ_per_t_greenwood,diesel_harvesting_L_per_t_greenwood_ME,lubricants_harvesting_L_per_t_greenwood_ME,gasoline_harvesting_L_per_t_greenwood_ME,harvesting_equipment_harvesting_kg_per_t_greenwood_ME,yield_residue_ton_of_drylog
0,0.1517139621450185,0.03950142047734088,0.0003810082321508351,0.0004200182386714881,0.11865578422481149,0.0015521071885096006,0.39758809048280386,2.2971206364336676,0.04521447257427508,0.5950785893680784,0.38302990922853314,58.52746905440181
1,0.20535246658781697,0.04250827890541138,5.9611545893149385e-05,0.002737779712177081,0.13125707897871297,0.0007801460965479839,0.4687036068252349,2.897777940782155,0.05963932223853027,0.3370941760921679,0.5287096362048668,73.28636400686031
2,0.0844488105193364,0.026614897992724266,0.00032682829472911425,0.0032245846714298995,0.1551255330358464,0.0018159810519550908,0.4772532448245863,4.068078077812403,0.06946700549020703,0.5521150285875337,0.5662065976374819,99.98719944343871
3,0.46069512057858114,0.023092024639712244,0.0003068424469446842,0.0034833269181644057,0.10838214024028106,0.00014648351558300472,0.35026085740193175,2.089668786154971,0.03772791971107223,0.6222949099309585,0.4182284749062112,74.57165276336131
4,0.31429877057972155,0.029732445238011534,0.00025006166960976525,0.0020748273686114218,0.17670983230778545,0.0018736487997173012,0.46270016154989957,2.74441138073637,0.07320621830580536,0.7729596714475092,0.4797496828965403,66.4507776960688
5,0.17461889234994077,0.036430470065586563,0.00015105935388410745,0.0040349021414058115,0.1266471892012497,0.0011592083417905203,0.38523206662315473,3.043714854533167,0.05090258738633276,0.28404224982995213,0.4559325325708673,72.50838291397315
6,0.8913010113354815,0.027185327750534484,0.00037499117494315325,0.003100250712798754,0.12565091607974685,0.0001589750183032158,0.4446176673323728,4.000657161311751,0.07515989683366875,0.7924806619784622,0.5192112422551659,61.89067557167875
7,0.25494077103513213,0.023430105986886912,0.0005191964211719378,0.0009582319527478025,0.10802606829540382,0.00010395417894583093,0.47134295134071114,3.156692748476089,0.059447092732095023,0.375493099863893,0.5334970726658173,61.34938771068589
8,0.7738261235348762,0.04955344651204803,0.0002743064684628413,0.004769919216244244,0.2377340387663281,0.001421012189683276,0.41104570891723424,3.0613912941296024,0.05418333672497016,0.48630048592177827,0.4622796118179511,67.75878053644338
9,0.2290074347378564,0.02082435232710453,0.0004162650636975244,0.004606410667476332,0.33997894428805847,0.0018976981025500327,0.494270547663333,3.996063254956564,0.05675301331502248,0.6216456608671161,0.5118231585444354,67.28939945195707
10,0.3873801439097766,0.023332518305228672,0.00032715215781675916,0.004089685357441416,0.18155320710768497,0.0004799384757209751,0.3922197719357076,2.5225523464574255,0.07067967712693739,0.4428771735662833,0.3779128853312361,94.1031076593118
11,0.44207457973013914,0.03438408079907851,0.0003284677075567277,0.001737370147300663,0.26795189621373416,0.0007464941474200187,0.33182237130217795,2.305258012255466,0.06268112889655558,0.4021850923813975,0.36249392207551817,108.24650168412442
12,0.2995947986051057,0.026625290011313082,0.000264100793730903,0.00672723278973743,0.10555072298565549,0.00035033160908046673,0.46900632883453314,3.311174314017054,0.06837129537254648,0.6469907606915974,0.5547179338587153,84.25332561285762
13,0.541654027845903,0.03248591705586028,0.0003264342234628059,0.003564708351606901,0.21217007522538553,0.0015080447507354535,0.4555966343496596,2.768140814840747,0.05202096446495304,0.717020347905714,0.45363502657179894,87.97466171678849
14,0.03351296076291968,0.041254200034248296,0.0003760122173354996,0.004842263259595977,0.17835606106402235,0.0015872230635858029,0.3901098602980032,3.27720592343554,0.040142617398449716,0.4785015013556355,0.3805913591719227,67.04934362860301
15,0.16545076566897432,0.013478141421150202,0.00021493308420162012,0.002969879683233493,0.05634817711357973,0.0009600461083627785,0.29791069363094097,1.4311243952455979,0.04708991287803558,0.5021797091543945,0.30312194281901195,97.03744856329453
16,0.20791345542175574,0.03240332393534555,6.86898615268889e-05,0.0003981064090706174,0.08919048812922944,0.00021599207711242238,0.2703086929706879,1.7325490545209181,0.046111707372364905,0.2881776254299962,0.272591781874909,70.0646240730939
17,0.5987007604129629,0.039555579240286805,0.0004964189999136064,0.006590658892660914,0.15858865619384682,0.00022347678529349005,0.44990434257324663,3.1720778329263846,0.07383395887533487,0.5372703598531039,0.46941769155453383,76.52355106095435
18,1.2047998610654258,0.025555375893611967,0.000244969936369084,0.0026615801790113415,0.3148286107958322,0.002066147171108621,0.4850256384388615,3.712508704551542,0.07345284353949084,0.8207821537929684,0.5917635642618325,59.22817977519511
19,0.1809657823797301,0.042455883608842324,0.00011415231590723965,0.0044408877569326755,0.06566415399078143,0.00021979202549789423,0.45506793077070495,3.522531511021549,0.05641687567060778,0.6482744936317746,0.4340576245498866,114.03157684896411
20,0.5666250324259112,0.04267931821773384,0.00046248938734475405,0.001748297834368211,0.08639016223011864,0.000952614320269578,0.40468880802701834,3.248234164850239,0.055296033584270876,0.8866725207838637,0.40716244951656977,64.45441458043126
21,0.15331318810239972,0.028408165692010347,0.00037016358729836956,0.004112345668756163,0.29314455895036406,0.0014554648464481833,0.43956154876696274,2.4554664328872264,0.08092807884144354,0.562340053910197,0.4571009222003331,86.8641204080582
22,0.04456714002715653,0.0334327658158441,2.3565701604987414e-05,0.002715416449623567,0.04101909010382616,0.00010774679336049248,0.39165659397512065,2.9599382618317396,0.050715625523318514,0.5094793568047354,0.4000499974859421,78.69454724001996
23,0.17200600655494144,0.025449650374190863,0.0004701552571743516,0.0012257926115046888,0.1684588239181311,0.00038040671805569023,0.44512197235966366,3.9398223046055794,0.08428646334732733,0.6981771700131947,0.466990090658663,63.71871898068121
24,0.1310552865444147,0.04582339693707625,0.00036875057436324256,0.0028796135398536536,0.11085309640159442,0.00034278222419573964,0.46982958296461147,2.947195144692487,0.07332263357608952,0.6938301092616606,0.469540050519196,93.16420414595683
25,0.14277681293681613,0.02697965049887444,6.790101024614782e-05,0.004335796194004824,0.12562332065486642,0.0004941695645822828,0.33841114617505214,2.8122445348179284,0.05657038805063685,0.3733951462779823,0.328893942096205,67.09374010869662
26,0.8794867336452216,0.04028077980957124,0.00038364622670780885,0.00012680366827893147,0.302665298635697,0.0012174548629736175,0.4130988634959319,2.4998713879802548,0.04218007823042813,0.6328880389888668,0.3924395593734553,73.45482839754797
27,0.21763598937484605,0.047080039190289594,0.0003341025477661279,0.0017563005624127053,0.05312769066270599,3.781851370678444e-05,0.38096072710472845,2.779783617184204,0.04238989352720404,0.43640309487348616,0.45724418358687896,76.29226951322644
28,0.17052159471335798,0.02445817289842401,1.2827966564933484e-06,0.0026409635516208584,0.06622343510346558,0.0005920379954635549,0.4210747735530523,2.9966110560191948,0.038875652711117044,1.1381609496266765,0.43397845822055836,69.84470484848529
29,0.5209498879522315,0.019416652379673823,0.000465721190955639,6.948221396828788e-05,0.06575872259339086,0.0006273132918090048,0.42778184474022435,2.8778420933654068,0.06615125187480583,0.49843811359362544,0.5031331314244949,98.67620315390481
30,0.3396140282275782,0.042584627688432984,5.9332794618987955e-06,0.002942228015913593,0.2401960418223487,0.0012760300316075335,0.4437933817324113,2.7424670180421327,0.05689373108861628,0.8085231265012034,0.49514717921436746,69.35461513525527
31,0.18268114388760387,0.02724742154512459,0.00010508064857948094,0.005796020807590014,0.19758584134127558,0.0008043849868287208,0.4811202153099293,3.5539869432773328,0.06551625987441383,1.0001582073808644,0.5222354660239339,75.04579141111998
32,0.521067009083891,0.02344209629596695,0.0003435726274348912,0.0041270970512553,0.1977127924302393,0.0013646813320042925,0.4518683155497838,3.1869851420096325,0.06351648994052139,0.7008347754538986,0.44093736766461333,66.06244130525175
33,0.28777284589284513,0.017973722879605813,0.00034572546973161695,0.005321170032270095,0.2774113272344341,0.0006611874396073965,0.37925172063970103,2.7802902201187853,0.04799362737757312,0.5102720024781511,0.3603715327697242,62.934464476703255
34,0.287146012959055,0.04070700712671366,0.0002455097791015656,0.004357965450031551,0.1406203863136467,0.0007336524041852562,0.4297604562340459,2.5927101577818887,0.04946136209812257,0.6742350515867875,0.3900793100637391,102.12768039895732
35,0.12915343541226024,0.0352173464981959,0.0003864153427099513,0.004089002669235228,0.23822297672517986,2.4287338477150404e-05,0.45664552666735614,3.21157003068194,0.05829730325996508,0.49727594078151355,0.4351747532102299,84.0937518757766
36,0.13709292789196295,0.025399043604547592,0.0002889070519865701,0.0029629959427605918,0.08819447900117461,0.0004410848167301255,0.4172374377542738,2.850836444750315,0.06305796443810337,0.7055281754645937,0.4981475855820441,77.43545248433321
