,bio_DC_eff,bio_SYN_eff,resin_carb_low,resin_carb_high,bio_HV
0,24.89575832900477,31.085296783804054,0.6434859688541569,0.7369956581072837,20.047575282485198
1,17.1044033038496,34.6213959640808,0.5620483143065403,0.7085533044750566,19.729931074784012
2,15.024638384719154,27.24748002062846,0.600000653428949,0.795507621317659,19.370434553870044
3,21.04395313149922,28.302590150385257,0.6244897398035055,0.7145637318185698,20.236767457581422
4,24.06153819987942,28.61162834151038,0.5813581839743548,0.7907550296880663,19.806679470800336
5,20.701560507622148,25.06391329388835,0.633437742558977,0.7410157877964201,18.465028456771673
6,19.444059020739587,26.00325858568264,0.6255227503897346,0.7835598105860263,18.305180618745908
7,23.30977909488116,27.884599245145147,0.6097517108559649,0.7303747260659521,20.17359752375778
8,21.58578100550761,30.039099563441926,0.565092215665811,0.7246424531220883,20.397903836703115
9,19.760884440857104,28.340131346237342,0.5738211327098016,0.7910207032556643,18.430941160136253
10,22.430940744748302,31.17144130843102,0.584968700072872,0.795758275343591,19.6553636827443
11,21.386825481082603,33.437429361158706,0.5773140407745966,0.7788220976851618,18.543498715597565
12,15.349424072305686,28.784890917035362,0.6293560172875291,0.7272169444242833,20.869424434983028
13,19.533803170521594,26.697986726023455,0.6217744055858765,0.7286275248237118,20.49738308944554
14,17.076052183758268,30.580961023464276,0.5850230896587141,0.7083521125308683,18.69206802375225
15,17.34387330863453,26.13389352743903,0.6012084680290101,0.754464143198143,20.256339359420558
16,23.707059976297128,27.436392211802975,0.5675925494962871,0.7110411286850639,18.935067237466182
17,19.42961743140431,28.73337131551924,0.56075621306933,0.703016847382064,20.788007469306933
18,20.060150693259324,27.203471764016165,0.5637630296337093,0.7516849784441437,20.769733168044375
19,21.179679338199087,31.30831392650776,0.5992261653275769,0.8047587818869772,19.32609727541987
20,15.57059495825252,27.878784479212317,0.5641508685360064,0.801592117869798,18.514698770854952
21,18.489761153450843,33.0556952517121,0.5693577958353202,0.7201003320990964,19.421967767709113
22,23.678096394950582,30.59022980080359,0.5570478733750347,0.7094876737789675,18.73540328455748
23,15.806501532605527,34.88048711069774,0.6083444287788479,0.753237641292486,18.734114078584604
24,24.12815741650077,28.592812894783407,0.6102879640594474,0.8081100883087219,20.993340544367804
25,23.388737247850177,26.354030628166836,0.5842081627753734,0.7111190838046433,18.13771611345973
26,16.924267888680138,31.57021857387057,0.5715434212535397,0.7073791181585881,18.889507222977564
27,15.306474903689274,32.20776323606259,0.5620347198587227,0.7308532623185113,20.27708535935006
28,21.575199959037,30.514168491424343,0.6435317587264103,0.7343553206110438,18.59726351364962
29,18.530593216553303,25.27009391478046,0.5968390522484159,0.7704545606166417,18.315868889958548
30,22.62647720381417,26.05944161393176,0.5966411623998452,0.7594404648231912,19.72979832262486
