,carbon_prop_landfill,methane_prop_landfill,wood_decomp_in_landfill,LFG_C,LFG_R,LFG_HHV,LFG_elec_eff
0,0.4746517336650276,0.5253482663349724,0.2020128793098566,66.76732986230434,70.99582370926544,13.390440892285966,0.29724652789625394
1,0.42720007056557574,0.5727999294344243,0.18345750662846372,65.3641113199144,63.694762018596805,17.880680068540734,0.2532356766955097
2,0.4253681803558033,0.5746318196441966,0.24725112976047184,64.71506443489635,74.10940372526213,12.195101937604413,0.2531504291197694
3,0.5621834408384789,0.43781655916152107,0.19248021726239964,66.32732028186682,68.90890897260854,18.88013950523238,0.27111868013340923
4,0.5283837645137173,0.47161623548628273,0.22022002658403303,77.41792055438977,82.51383265076076,11.732953171877899,0.33529215582763366
5,0.5671401692001516,0.43285983079984836,0.23826394695345465,88.18924287723738,82.4971728944028,12.237623936822647,0.2808440214704291
6,0.5332354689844527,0.46676453101554727,0.18954883251511445,65.76749343407539,82.54724102278448,11.9512526289599,0.3413289406324962
7,0.5216509311923896,0.4783490688076104,0.21703804515466163,89.95751134221013,71.83567029754015,11.966342633156184,0.31929373161520286
8,0.5793932507764861,0.42060674922351393,0.1837106883303969,84.60194335648777,62.48265227499646,15.911668821993395,0.3277213861121218
9,0.4798912814892273,0.5201087185107727,0.22069375420566964,80.4637125741223,81.34144399193826,12.427602899388642,0.25266658013993254
10,0.5498795544795652,0.45012044552043484,0.22952224400623483,92.47815265882579,73.61935536646602,16.534543149517326,0.2626525511913182
11,0.5610594165469392,0.43894058345306075,0.22271139570122261,85.50224469850934,61.85026168793125,11.612631665800931,0.2809220167822746
12,0.4598331222750558,0.5401668777249442,0.18054040103854457,80.67545325814942,81.50186882236635,15.48174439078912,0.30952442094933647
13,0.5137010632467234,0.4862989367532766,0.16144184037667028,74.03469641591289,63.39790351280367,17.37403958488359,0.3460718732553323
14,0.44930022248237145,0.5506997775176286,0.19030755169724112,90.98164425991995,64.61153690090441,17.74838975201079,0.2635601281949706
15,0.40528211736802794,0.5947178826319721,0.21356460912693714,60.60621964585803,81.79798838178695,15.602446535317121,0.2952596444447459
16,0.5827713336172334,0.41722866638276657,0.15203097178926087,68.11009124270012,78.03434821387718,16.53608970998867,0.27133068859769677
17,0.516289666885294,0.483710333114706,0.23285924541647504,81.63999961214927,66.02758522878074,14.83841917916665,0.28525129247307834
18,0.4984755935960615,0.5015244064039386,0.17035189677676013,87.24968985973968,70.14766584547499,13.868583912837822,0.33131208149858526
19,0.5681419954349516,0.4318580045650484,0.23086958973492258,66.17634695021792,66.71943399037829,14.029049721962634,0.250105808458577
20,0.44801804588425076,0.5519819541157492,0.23715507729426002,89.76401880888744,64.72849864607213,17.245191392710346,0.32378497316822696
21,0.571950339409786,0.428049660590214,0.22796272127681236,93.59810656217732,83.76703805154699,14.760480648437337,0.33387074346163076
22,0.4364029837982374,0.5635970162017626,0.20996913061442202,65.45077683937893,60.399528046270234,18.86964395849614,0.2525469359242832
23,0.5313390276610923,0.4686609723389077,0.22969448231782452,92.76349250680593,67.81364659101975,18.15531417909548,0.30306598806136964
24,0.4850556120497442,0.5149443879502558,0.15401817769136145,76.48913804011191,78.8733034280146,14.515457896916722,0.3154482710773256
25,0.5848235606801208,0.41517643931987924,0.15403090785849566,80.6851790022246,82.00602433908924,15.7158400544186,0.2619440567531311
26,0.4793178203344278,0.5206821796655722,0.150057270659878,76.4557394408231,66.01746791153496,15.32778749936013,0.27549154015929117
27,0.4357248374248894,0.5642751625751106,0.23846975376499818,61.622825755719994,79.49304028691465,11.385355787945812,0.2631567906541179
28,0.4378142496605116,0.5621857503394885,0.18521268437872204,76.34415228063256,62.362909109171035,16.712730446082446,0.258258225836853
29,0.49717156921670236,0.5028284307832976,0.22338720954643182,93.23722710226257,78.05976877440628,12.66881065937092,0.29123913113700084
30,0.44094759626108515,0.5590524037389148,0.177456444017751,76.70467001569322,75.99132529817828,13.902491464263157,0.33625283380841475
31,0.5981473288016055,0.4018526711983945,0.160151287294418,86.98708412238967,66.35687925934317,14.680449103009856,0.254672199581451
32,0.5536440456791207,0.44635595432087927,0.17044357472455346,78.16476822637667,73.71055629144183,18.7410544238614,0.3423726081792775
33,0.5103670232732622,0.4896329767267378,0.2167806830568434,91.64019052855392,68.31835052442784,18.616518607145867,0.26128399040385253
34,0.4127437895819248,0.5872562104180752,0.1919354206541175,82.00791592102871,84.29229024415044,15.633811843778336,0.2943645341609976
35,0.5839278176449528,0.41607218235504717,0.22495802511613922,61.02192348970113,72.30301228627451,12.022788938093331,0.34022817688310525
36,0.5467753015770563,0.45322469842294366,0.15835341555172933,72.80315639543893,70.77361603893817,11.65277099216177,0.2788556281640453
37,0.4837048574777662,0.5162951425222337,0.16554997780199734,64.644213720194,80.29175495104374,17.463135661563644,0.27548500928956193
38,0.580470640203572,0.419529359796428,0.21904904778843476,60.83182647347944,77.06800716050006,12.873269573569004,0.26664211148777944
39,0.4402238558572621,0.5597761441427379,0.19635636540418924,75.10126335232894,71.54309813074926,18.01216805587577,0.3260102556100728
