,logs_2_sawmill_low,logs_2_sawmill_high,lumber_2_prod_low,lumber_2_prod_high,resin_n_hardender_low,resin_n_hardender_high,prod_2_const_low,prod_2_const_high
0,104.14434601298093,186.42533861344768,110.52198236203817,359.4303335803795,281.23346904615937,572.6682354776867,212.38474150452123,237.73872676072983
1,126.77515941862342,184.00462648232298,154.13501318585597,381.81412008927975,264.3214099615563,746.26906705238,158.02954569515032,261.82013124226813
2,146.55038855430422,164.55596388786105,70.7787197254649,330.0766377096582,417.87692674371846,677.5933891882901,206.91045392784463,295.0889945007771
3,134.55603537221424,163.89279601298338,192.38587269359633,289.79788422656367,495.69431400232327,593.5113409167235,139.3951118950304,285.9264531367965
4,100.11999548713308,153.8289879632161,214.31848840065655,349.67549522409854,411.5785793139494,698.2233996892255,210.1203495314969,213.43499391822505
5,101.5366611369341,204.30160295089743,36.12430269858176,294.656728431163,310.49358025311716,682.6129990487724,184.01194079724928,294.5589587503066
6,143.67495776495025,206.73265693219622,174.0675731228909,430.67850146607304,409.6330417773521,574.9208351724984,182.2880800605789,251.99200121200084
7,108.94917755387296,198.11639762105835,158.9461569733157,231.558662436068,253.97570302836186,638.9809681535569,173.77813723674723,265.1689076430639
8,101.81880944094655,183.14798730894003,54.091527605684036,333.1487660361736,264.1278999968483,755.5680582262529,209.15104990566763,231.8622488570374
9,137.63675599140254,194.9391875445753,82.62296937450279,245.6622554841253,322.2952542850402,689.1490420185391,117.63536649439857,294.27121751760006
10,120.38629828500073,205.48817940349403,164.41705120730956,390.23943176497596,241.57617503967475,730.4342265249201,184.1788860358037,303.0380168652367
11,113.27417784439021,173.18628664297896,163.74782175346292,244.132325552371,471.938872889965,595.2865029367191,111.90480782122995,315.33527247527115
12,148.0812643140991,151.0953734672121,185.36385452212403,326.4716769747473,253.2945389798311,592.2648812474112,123.10398950530167,255.6928424951921
13,132.23530889552595,179.35713463384684,72.0106482420091,351.149091195264,461.05724885878686,702.7641898861599,174.8352592018679,258.5081640562028
14,139.3906588886577,158.34740839152988,176.24133865512326,282.05280305111205,329.5686674319577,672.7276915814563,175.61332428313457,269.1799634783963
15,130.2525562299339,164.20170453157442,135.98580493508686,277.3223118480426,471.0918221647702,768.3257881500755,126.39097633608573,235.17810673960352
16,109.85017669490057,157.40692510692028,209.8652942246657,344.3071414327984,490.45461910730967,617.3656995333091,126.52097593304276,285.6822526761192
17,134.56775121155871,194.96736527118895,175.29741317525495,332.9162210203598,251.8721347114525,746.1081155790871,146.25281213310055,236.05666402963976
18,146.8720706070663,203.89249710830964,191.77037729061362,241.9195970629362,387.9761880809176,691.2860787378656,125.23842342698674,299.67267965508466
19,92.59517639875611,173.56216384955718,159.6651463743863,382.50002517417,256.15366645755057,699.6067961849835,107.15954614522828,258.5786347353674
20,128.69736456973348,176.93832493603387,106.03178933737598,335.1858674636227,499.52854436966754,612.5175318069644,115.58845078630785,234.18072399156847
21,98.07223598591212,188.9348787981745,43.312628673044664,242.79744178645907,413.94087463856977,572.6865347197225,207.52234969772059,238.95054787808039
22,116.69869432627348,183.36974109615963,83.79676149150552,241.17450431953603,335.92646060279253,527.7158877545615,176.66204361475812,314.6242912744334
23,142.9984266325405,158.04488479724816,106.37723697779897,287.55467214385953,313.7491024010601,772.3427133079952,135.50837705537498,297.10843651250445
24,101.14032363259518,177.74367733148938,191.24496845796978,264.90290062354654,395.45717024017097,517.2507531853565,178.89132020931686,311.0967721167089
25,111.93710959325615,167.9703854246992,72.28083831144603,367.16281299287925,335.0053140188677,611.8281576928954,153.9378093546007,292.2060478023464
26,91.53456483658573,189.0645594556161,148.33747452278328,420.9022566863532,287.4343046756089,598.4021517301587,178.64358197776266,235.5419798519362
27,144.63158054098378,199.9355937265324,180.93525604191734,377.8492916284846,317.41400839474534,507.54659599914424,165.18353043011962,242.86809562468179
28,111.8899641338514,149.82969434411854,116.72056665639597,365.9936499122794,242.4125015554534,710.3640890562622,123.55644350236216,259.75953089616326
29,148.0825297900082,175.82696493592448,102.40089014482236,358.6333694845995,225.5295764193377,726.7569776367613,141.15746763129246,220.26588484374574
30,125.25332935442097,205.7350323948916,179.36758884339326,309.1401379369812,234.71703703976837,564.6718957609945,186.86356847536646,241.31250130877487
31,124.58109484758212,199.1080070987074,180.1749688885803,345.94661971001483,367.6880720786253,725.3220816705199,190.20591772401303,265.6215697542849
32,129.18689633196232,151.5997659857669,205.39855207577017,328.8924693897767,299.8657587759906,697.2416077353065,144.4950371232502,288.0172462215061
33,118.30497624755583,165.80510936641673,59.47970658613897,305.8468045214623,321.30847490348077,630.3307028128008,208.15551988332123,233.4540473801008
34,118.21759155008606,165.07663305283793,195.22675459744315,405.4911071296674,313.7384739590861,758.3437807311132,109.18912953591773,298.6850000277803
35,90.97583665989859,186.6027566710749,21.613953155622823,406.73878293677734,292.06878538235793,764.1112657534075,161.54094964267637,227.61041188983313
36,116.0050306286131,159.74910964709102,170.6941571909728,259.8916139486783,445.7049905099558,717.5768818839874,196.35893298975168,299.57477068951044
